address;district;area;bedrooms;garage;type;rent;total;cep;Zona
Rua Potunduva;Vila Mariana;15;1;0;Studio e kitnet;1590;1735;04112-030;Sul
Avenida dos Carinás;Indianópolis;32;1;0;Apartamento;3450;4103;04086-010;Sul
Rua Coronel Lisboa;Vila Mariana;22;1;0;Apartamento;3200;3853;04020-040;Sul
Rua Doutor Francisco José Longo;Chácara Inglesa;60;2;1;Apartamento;3340;4547;04140-060;Sul
Rua Doutor Tomás Alves;Vila Mariana;22;1;0;Studio e kitnet;2500;3116;04017-070;Sul
Rua João Wesley;Cidade Vargas;100;2;1;Casa;2400;2702;04318-070;Sul
Rua Tuim;Moema;45;1;1;Apartamento;3500;5344;04514-100;Sul
Rua das Seringueiras;Jardim Oriental;51;1;1;Casa;2500;2766;04321-070;Sul
Rua Guarau;Mirandópolis;55;1;0;Apartamento;1950;2234;04045-001;Sul
Rua Sansão Alves dos Santos;Cidade Monções;54;1;1;Apartamento;3800;4974;04571-090;Sul
Rua Mil Oitocentos E Vinte E Dois;Ipiranga;80;2;0;Apartamento;1750;1898;04210-030;Sul
Avenida Jamaris;Planalto Paulista;30;1;1;Studio e kitnet;1908;3728;04078-000;Sul
Rua Ouvidor Peleja;Vila Mariana;55;2;1;Apartamento;2700;3649;04128-000;Sul
Rua Sansão Alves dos Santos;Cidade Monções;76;2;2;Apartamento;5800;7588;04571-090;Sul
Rua Comendador Miguel Calfat;Vila Nova Conceição;37;1;1;Apartamento;3200;3990;04537-080;Sul
Rua Gomes de Carvalho;Vila Olímpia;70;2;0;Apartamento;3699;4827;04547-000;Sul
Avenida Onze de Junho;Vila Clementino;40;1;1;Apartamento;1850;2506;04041-000;Sul
Rua Alvorada;Vila Olímpia;50;2;1;Apartamento;5400;7067;04550-003;Sul
Rua Alba;Vila Parque Jabaquara;60;2;1;Apartamento;1900;2789;04346-090;Sul
Rua Domiciano Leite Ribeiro;Vila Guarani (z Sul);59;2;1;Apartamento;2150;2968;04317-000;Sul
Rua Tuim;Vila Uberabinha;36;1;1;Apartamento;4000;5714;04514-100;Sul
Rua Princesa Isabel;Brooklin;167;3;3;Apartamento;13000;15310;04601-000;Sul
Rua Sena Madureira;Vila Clementino;27;1;1;Studio e kitnet;2600;4317;04035-000;Sul
Rua Michigan;Cidade Monções;158;3;3;Apartamento;15000;19530;04566-000;Sul
Rua Gandavo;Vila Clementino;100;4;0;Casa;3600;3753;04023-000;Sul
Rua Doutor Bacelar;Vila Clementino;98;2;2;Apartamento;11100;12930;04026-000;Sul
Avenida Padre Arlindo Vieira;Jardim Vergueiro (sacomã);52;2;1;Apartamento;1150;1743;04166-003;Sul
Rua Jaceru;Vila Gertrudes;51;1;1;Apartamento;3509;4438;04705-000;Sul
Rua dos Caciques;Vila da Saúde;61;1;2;Apartamento;3000;4200;04145-000;Sul
Rua Marília de Dirceu;Jardim Aeroporto;70;2;1;Apartamento;2250;3188;04632-030;Sul
Rua Ática;Jardim Brasil (zona Sul);65;2;1;Apartamento;1200;2225;04634-040;Sul
Avenida Yervant Kissajikian;Vila Constança;55;2;1;Apartamento;1650;2221;04657-000;Sul
Rua Domingos de Morais;Vila Mariana;99;2;0;Apartamento;4200;5295;04010-000;Sul
Avenida Itaboraí;Bosque da Saúde;52;1;1;Apartamento;1768;2261;04135-000;Sul
Rua Bela Cintra;Consolação;24;1;0;Studio e kitnet;2450;3315;04421-230;Sul
Rua Quatá;Vila Olímpia;53;1;2;Apartamento;3924;5424;04546-041;Sul
Rua Dom Lucas Obes;Ipiranga;34;1;0;Studio e kitnet;2500;2796;04212-020;Sul
Rua Sena Madureira;Vila Clementino;38;1;0;Studio e kitnet;1800;1941;04035-000;Sul
Rua Vinte E Oito de Setembro;Vila Dom Pedro I;120;2;2;Casa;3500;3691;04267-000;Sul
Avenida Marginal;Vila Cristália;41;2;0;Apartamento;1500;1558;04257-245;Sul
Rua Dom Bernardo Nogueira;Vila Gumercindo;33;1;0;Apartamento;2000;2365;04134-000;Sul
Avenida Nhandú;Planalto Paulista;117;3;2;Casa;4500;4834;04059-000;Sul
Avenida Engenheiro Armando de Arruda Pereira;Vila do Encontro;65;2;1;Apartamento;1280;1956;04045-010;Sul
Rua Domiciano Leite Ribeiro;Vila Guarani (zona Sul);205;3;4;Casa;3800;4045;04317-000;Sul
Avenida General Valdomiro de Lima;Jabaquara;31;1;1;Apartamento;1786;1855;04344-070;Sul
Rua Pampa;Cidade Vargas;50;1;0;Studio e kitnet;1200;1347;04318-060;Sul
Rua Bom Pastor;Ipiranga;60;2;0;Apartamento;2000;2716;04203-050;Sul
Rua Alessandro Alberti;Jardim Celeste;52;2;1;Apartamento;1300;1905;04195-130;Sul
Avenida Padre Antônio José dos Santos;Cidade Monções;52;2;1;Apartamento;3500;4792;04617-005;Sul
Rua Tenente Paulo Alves;Vila Vera;50;1;0;Casa;1400;1460;04296-030;Sul
Rua Charles Lampe;Jardim Maria Estela;44;2;0;Apartamento;1325;1596;04180-180;Sul
Rua Conde de Porto Alegre;Campo Belo;165;3;2;Casa;9500;10400;04637-040;Sul
Rua Isabel de Góis;Jardim Botucatu;63;3;1;Apartamento;1400;2017;04173-150;Sul
Av. Gen. Valdomiro de Lima;Jabaquara;60;2;1;Apartamento;2580;2879;04344-070;Sul
Rua Carlos Petit;Vila Mariana;72;1;2;Apartamento;5255;6657;04102-000;Sul
Rua Jaci;Chácara Inglesa;70;2;1;Apartamento;2000;2973;04140-080;Sul
Rua General Chagas Santos;Vila da Saúde;63;2;1;Apartamento;4380;5383;04146-050;Sul
Rua Caramuru;Vila da Saúde;24;1;0;Studio e kitnet;2500;2932;04138-000;Sul
Rua Loefgreen;Vila Clementino;88;3;2;Apartamento;4000;5520;04122-020;Sul
Rua Nicolau Barreto;Vila Cordeiro;49;1;1;Apartamento;3300;4138;04583-000;Sul
Rua Tupanaci;Vila Gumercindo;97;3;2;Apartamento;4050;5447;04131-020;Sul
Rua Malvina Ferrara Samarone;Vila Dom Pedro I;66;3;1;Apartamento;3800;4349;04279-035;Sul
Rua Antônio Fóster;Vila Socorro;50;1;0;Casa;1200;1251;04760-040;Sul
Rua Nossa Senhora da Saúde;Vila das Mercês;69;3;1;Apartamento;3300;4161;04159-090;Sul
Rua Doutor Alcides de Campos;Americanópolis;60;1;0;Casa;800;948;04336-160;Sul
Avenida dos Ourives;Parque Bristol;62;3;1;Apartamento;1600;2162;04194-260;Sul
Rua Topázio;Vila Mariana;33;1;1;Studio e kitnet;2600;3422;04105-060;Sul
Rua Bela Cintra;Consolação;53;2;1;Apartamento;4725;5694;04421-230;Sul
Rua Baetinga;Itaim Bibi;240;3;2;Casa;5800;6372;04557-010;Sul
Rua Paulo Martinez;Jardim Seckler;31;1;0;Apartamento;835;872;04242-150;Sul
Avenida Sabiá;Indianópolis;50;1;1;Apartamento;3500;5019;04086-010;Sul
Avenida Padre Antônio José dos Santos;Cidade Monções;37;1;1;Apartamento;3175;4225;04617-005;Sul
Rua Jandiroba;Jardim Oriental;121;3;0;Casa;3500;3881;04347-050;Sul
Avenida do Café;Vila Guarani;45;1;1;Apartamento;1700;2588;04311-001;Sul
Rua Doutor Djalma Pinheiro Franco;Vila Santa Catarina;50;2;1;Apartamento;3100;3648;04368-006;Sul
Rua Botuí;Planalto Paulista;63;2;1;Casa;1850;2112;04064-010;Sul
Avenida dos Carinás;Indianópolis;31;1;0;Studio e kitnet;2514;3388;04086-010;Sul
Avenida 11 de Junho;Vila Clementino;75;2;1;Apartamento;3017;4187;04041-000;Sul
Rua Inhambú;Vila Uberabinha;50;2;1;Apartamento;3250;4077;04501-001;Sul
Rua Major Freire;Vila Monte Alegre;70;3;1;Apartamento;2450;3304;04306-000;Sul
Rua Pereira Barreto;Santo Amaro;84;2;2;Apartamento;5000;5843;04744-010;Sul
Rua Democracia;Vila Brasilina;88;2;3;Casa;2800;2908;04161-060;Sul
Avenida Mário Lopes Leão;Santo Amaro;34;2;1;Apartamento;3250;3697;04754-010;Sul
Avenida Cupecê;Jardim Prudência;31;1;0;Apartamento;1780;2194;04366-000;Sul
Rua Chui;Paraíso;40;1;1;Apartamento;2761;3680;04104-050;Sul
Rua Rubem de Souza;Vila Inglesa;50;2;1;Apartamento;1428;1903;04653-170;Sul
Rua Coronel Graça Martins;Vila Marte;25;1;0;Studio e kitnet;1000;1078;04250-070;Sul
Rua Estado de Israel;Vila Clementino;42;1;1;Apartamento;1700;2455;04022-000;Sul
Rua Boçoroca;Vila Mira;54;2;1;Apartamento;1400;2046;04377-190;Sul
Rua Álvaro Luís Roberto de Assumpção;Campo Belo;37;1;1;Apartamento;2200;3149;04618-020;Sul
Rua Horácio Alves da Costa;Jardim Nosso Lar;66;2;2;Apartamento;2500;3537;04401-000;Sul
Rua Cancioneiro Popular;Santo Amaro;200;3;2;Casa;10000;11340;04709-000;Sul
Rua Barão de Jaceguai;Campo Belo;45;1;1;Apartamento;2300;2989;04605-000;Sul
Rua Mercedes Salano Castineiras;Jardim Patente Novo;57;2;1;Apartamento;1680;2225;04256-177;Sul
Rua Sampaio Viana;Paraíso;158;4;0;Apartamento;2700;4074;04013-001;Sul
Rua Pascal;Campo Belo;30;1;1;Studio e kitnet;2800;3506;04601-000;Sul
Rua Kalil Nader Habr;Vila Santo Estefano;70;3;1;Casa;2200;2293;04154-030;Sul
Rua do Arraial;Vila Gumercindo;67;2;1;Apartamento;2480;3293;04122-030;Sul
Avenida Vereador José Diniz;Santo Amaro;45;1;1;Apartamento;2200;3069;04604-000;Sul
Rua Joaquim Guarani;Jardim das Acacias;19;1;0;Studio e kitnet;2900;3350;04707-060;Sul
Avenida Doutor Ricardo Jafet;Ipiranga;80;3;1;Apartamento;2100;2991;04260-020;Sul
Avenida Itaboraí;Bosque da Saúde;64;2;1;Apartamento;1666;2781;04135-000;Sul
Rua Santa Cruz do Rio Pardo;Americanópolis;35;1;0;Casa;850;887;04411-120;Sul
Avenida Cupecê;Jardim Prudência;37;1;0;Apartamento;1800;2279;04366-000;Sul
Avenida Santo Amaro;Vila Nova Conceição;26;1;0;Studio e kitnet;3880;4579;04506-000;Sul
Rua Borges Lagoa;Vila Clementino;25;1;0;Studio e kitnet;1080;1814;04038-000;Sul
Avenida Francesco Del Cossa;Vila Santa Teresa (zona Sul);62;2;1;Apartamento;2360;2830;04190-020;Sul
Helion Póvoa;Vila Olímpia;98;2;1;Apartamento;2584;4198;04546-080;Sul
Rua Vale da Perdiz;Jardim Miriam;42;1;0;Casa;850;887;04417-170;Sul
Rua Borges Lagoa;Vila Clementino;25;1;0;Apartamento;1320;2217;04038-000;Sul
Rua Professor Sousa Barros;Vila Guarani (z Sul);89;1;2;Apartamento;3250;4543;04307-100;Sul
Rua Sansão Alves dos Santos;Cidade Monções;85;3;1;Apartamento;5320;6617;04571-090;Sul
Praça Dom Gastão Liberal Pinto;Itaim Bibi;72;2;1;Apartamento;2980;4358;04534-060;Sul
Rua das Sempre-vivas;Jardim das Acácias;23;1;0;Studio e kitnet;2000;2714;04704-030;Sul
Rua Doutor Diogo de Faria;Vila Clementino;27;1;0;Studio e kitnet;3100;3770;04037-000;Sul
Rua Luiz Seráphico Júnior;Jardim Caravelas;109;3;2;Apartamento;6500;8084;04729-080;Sul
Rua Freire Farto;Jabaquara;85;1;1;Casa;1600;1847;04343-120;Sul
Rua Pascal;Campo Belo;75;2;1;Apartamento;3600;5191;04601-000;Sul
Rua Bueno Brandão;Vila Nova Conceição;100;2;1;Apartamento;5000;7132;04509-020;Sul
Rua Jesuíno Arruda;Itaim Bibi;54;1;1;Apartamento;3663;5141;04532-080;Sul
Rua Piratininga;Brás;60;2;1;Apartamento;2272;2968;04884-370;Sul
Avenida Washington Luís;Santo Amaro;38;1;0;Studio e kitnet;1090;1740;04626-911;Sul
Rua Osório Duque Estrada;Paraíso;57;2;1;Apartamento;4571;6348;04001-120;Sul
Rua Engenheiro Agenor Machado;Vila Sao Francisco (zona Sul);65;1;1;Apartamento;4200;5916;04710-210;Sul
Rua Visconde da Luz;Vila Nova Conceição;90;1;1;Apartamento;6500;10500;04537-070;Sul
Rua Bandeira Paulista;Itaim Bibi;45;1;0;Apartamento;5500;7584;04532-010;Sul
Rua Carlos Petit;Vila Mariana;25;1;0;Studio e kitnet;2500;3058;04102-000;Sul
Rua Sansão Alves dos Santos;Cidade Monções;70;2;2;Apartamento;4304;6018;04571-090;Sul
Rua Casa do Ator;Vila Olímpia;31;1;1;Studio e kitnet;3696;4817;04546-000;Sul
Rua Bela Cintra;Consolação;45;2;1;Apartamento;5400;6771;04421-230;Sul
Rua Casa do Ator;Vila Olímpia;34;1;1;Studio e kitnet;3696;4891;04546-000;Sul
Rua Visconde de Inhaúma;Vila da Saúde;35;1;1;Apartamento;2506;3209;04145-030;Sul
Rua Professor Arnaldo João Semeraro;Jardim Santa Emília;40;2;0;Apartamento;1200;1647;04183-000;Sul
Rua Marquesa de Santos;Vila Dom Pedro I;43;1;1;Studio e kitnet;2400;3293;04273-100;Sul
Avenida Rouxinol;Indianópolis;42;1;1;Apartamento;2070;3570;04506-000;Sul
Avenida do Café;Vila Guarani;45;1;0;Apartamento;1800;2619;04311-001;Sul
Rua Bernardino de Campos;Campo Belo;100;3;2;Casa;3000;3249;04605-000;Sul
Rua Bertioga;Chácara Inglesa;39;2;0;Apartamento;2500;3141;04141-100;Sul
Rua Comendador Miguel Calfat;Vila Nova Conceição;48;1;1;Apartamento;3400;4726;04537-080;Sul
Rua Guaratuba;Vila Guarani (z Sul);44;2;1;Apartamento;1700;2400;04310-050;Sul
Rua Professor Tranquilli;Vila Mariana;80;2;2;Apartamento;4200;5736;04121-001;Sul
Rua Coronel Francisco Inácio;Vila Moinho Velho;56;2;1;Apartamento;2400;3008;04286-000;Sul
Rua Doutora Neyde Apparecida Sollitto;Vila Clementino;60;1;1;Apartamento;2100;3626;04022-040;Sul
Rua Viaza;Jardim Aeroporto;43;1;1;Studio e kitnet;3300;4147;04633-050;Sul
Rua Nebraska;Brooklin Novo;60;1;1;Apartamento;3702;5339;04560-010;Sul
Rua Paula Ney;Vila Mariana;41;1;0;Apartamento;3800;4462;04107-020;Sul
Rua Itapiru;Saúde;70;2;2;Apartamento;3400;4913;04143-010;Sul
Avenida Interlagos;Jardim Marajoara;65;2;1;Apartamento;2800;3992;04679-250;Sul
Rua Maria Figueiredo;Paraíso;65;2;1;Apartamento;4000;5311;04104-000;Sul
Rua Salvador Pedroso;Sacomã;65;2;1;Apartamento;2198;2701;04249-100;Sul
Rua Costa Aguiar;Ipiranga;37;1;0;Apartamento;2740;3205;04204-000;Sul
Rua Taquaruçu;Parque Jabaquara;60;1;1;Apartamento;1400;1494;04346-040;Sul
Rua Itaoca;Chácara Inglesa;60;2;0;Casa;1723;1862;04140-090;Sul
Rua Marques de Lages;Vila das Merces;66;3;1;Apartamento;1400;2114;04154-000;Sul
Rua Rio Grande;Vila Mariana;85;1;1;Apartamento;2700;3865;04018-000;Sul
Rua Alencar Araripe;Sacomã;55;2;1;Apartamento;1600;2137;04253-000;Sul
Rua Costa Aguiar;Ipiranga;110;3;2;Casa;5500;5993;04204-000;Sul
Rua Rondinha;Chácara Inglesa;70;2;1;Apartamento;3400;4656;04140-010;Sul
Aclimação, São Paulo - Sp, 04109-120, Brasil;Aclimação;230;3;5;Casa;10550;11180;04109-120;Sul
Rua General Chagas Santos;Vila da Saúde;32;1;1;Apartamento;2699;3593;04146-050;Sul
Rua Mendes Nunes;Vila Campestre;90;2;1;Casa;1500;1652;04330-110;Sul
Rua Estado de Israel;Vila Clementino;43;1;1;Apartamento;4500;5248;04022-000;Sul
Rua Alexandre Dumas;Chácara Santo Antônio (zona Sul);45;2;1;Apartamento;2900;3904;04717-000;Sul
Avenida Barro Branco;Vila do Encontro;30;1;1;Casa;1200;1286;04324-090;Sul
Rua Grapecica;Brooklin Paulista;190;4;2;Casa;6600;7300;04562-040;Sul
Avenida General Valdomiro de Lima;Jabaquara;35;1;1;Apartamento;1790;2314;04344-070;Sul
Rua Pequetita;Vila Olímpia;36;1;1;Apartamento;3200;4242;04552-060;Sul
Rua Salvador Rosa;Jardim Previdência;34;1;1;Apartamento;1447;1503;04159-020;Sul
Avenida Miguel Estéfno;Vila da Saúde;72;3;2;Apartamento;2100;3348;04301-000;Sul
Avenida Damasceno Vieira;Vila Mascote;70;2;1;Apartamento;2200;3249;04363-040;Sul
Rua Leontina Atui Nogueira;Jardim Santo Amaro;70;2;2;Casa;2500;2756;04741-060;Sul
Rua das Aroeiras;Jardim;60;2;2;Apartamento;2300;2857;04344-090;Sul
Rua Ilíria;Vila Moinho Velho;32;1;0;Studio e kitnet;1700;2091;04284-060;Sul
Rua Filipe Cardoso;Cursino;141;3;3;Casa;6000;6707;04149-080;Sul
Avenida Rouxinol;Indianópolis;45;1;1;Apartamento;3400;4455;04506-000;Sul
Rua Charles Darwin;Vila Santa Catarina;56;2;1;Apartamento;1470;2202;04379-074;Sul
Avenida Cupecê;Jardim Prudência;34;2;0;Apartamento;1800;2239;04366-000;Sul
Rua Cancioneiro de Évora;Santo Amaro;73;2;1;Apartamento;2850;3885;04708-010;Sul
Avenida Jabaquara;Mirandópolis;25;1;0;Studio e kitnet;2500;3176;04046-000;Sul
Rua São José;Santo Amaro;45;1;1;Apartamento;1600;2462;04739-000;Sul
Rua Doutor Gentil Leite Martins;Vila Nova Caledônia;65;3;1;Apartamento;2200;3009;04362-000;Sul
Rua Itapiru;Vila da Saúde;80;3;1;Apartamento;3500;4576;04143-010;Sul
Rua Eugênio Falk;Saúde;30;1;0;Studio e kitnet;1000;1038;04292-110;Sul
Avenida Engenheiro Armando de Arruda Pereira;Vila do Encontro;54;2;1;Apartamento;1800;2420;04045-010;Sul
Rua Domingos de Morais;Vila Mariana;32;1;0;Apartamento;3380;3974;04010-000;Sul
Rua Ribeiro do Vale;Brooklin Paulista;50;1;0;Studio e kitnet;3600;4400;04561-000;Sul
Rua Pascal;Campo Belo;70;2;2;Apartamento;6000;7604;04601-000;Sul
Rua Antônio das Chagas;Chácara Santo Antônio (zona Sul);79;3;2;Apartamento;5950;6918;04733-000;Sul
Rua Boçoroca;Vila Mira;26;1;0;Studio e kitnet;1000;1163;04377-190;Sul
Rua Correia de Lemos;Chácara Inglesa;43;1;0;Apartamento;2500;2952;04140-000;Sul
Rua Pequetita;Vila Olímpia;47;1;1;Apartamento;3200;4279;04552-060;Sul
Rua Cipriano Barata;Ipiranga;115;3;2;Apartamento;6800;8907;04205-000;Sul
Rua Dom Sebastião do Rego;Vila Gumercindo;25;1;0;Studio e kitnet;1654;1967;04129-000;Sul
Rua da União;Vila Mariana;27;1;0;Apartamento;1900;1928;04107-010;Sul
Rua Marguerite Louise Riechelman;Vila Erna;30;1;0;Casa;950;1032;04403-010;Sul
Rua Verbo Divino;Chácara Santo Antônio (zona Sul);80;3;2;Apartamento;3600;5267;04719-000;Sul
Rua Domingos de Morais;Vila Mariana;33;1;0;Apartamento;2500;3105;04010-000;Sul
Rua Said Aiach;Paraíso;56;1;1;Apartamento;4800;6458;04003-020;Sul
Rua Bela Flor;Vila Mariana;80;3;1;Apartamento;2399;3600;04128-050;Sul
Avenida Barro Branco;Vila do Encontro;52;2;1;Apartamento;1800;2673;04324-090;Sul
Rua das Margaridas;Jardim das Acácias;57;2;1;Apartamento;3800;4899;04704-040;Sul
Rua Marquês de Lages;Vila Moraes;62;3;1;Apartamento;3200;3990;04154-000;Sul
Rua do Paraíso;Paraíso;46;1;2;Studio e kitnet;2850;4304;04103-001;Sul
Rua Marcos Portugal;Ipiranga;93;2;2;Apartamento;5200;6169;04280-030;Sul
Rua Rubem de Souza;Vila Inglesa;62;3;1;Apartamento;1650;2335;04653-170;Sul
Rua Pertigalete;Jardim Santa Edwiges (capela do Socorro);33;1;0;Casa;900;938;04913-050;Sul
Rua Célio;Vila Moraes;30;1;0;Casa;650;677;04168-030;Sul
Rua Primeiro de Março;Vila Clementino;80;3;1;Apartamento;2500;3813;04044-040;Sul
Rua Soares de Avellar;Vila Monte Alegre;24;1;0;Apartamento;1600;1692;04306-020;Sul
Rua Pedroso Alvarenga;Itaim Bibi;70;2;2;Apartamento;5100;7423;04531-000;Sul
Rua Vale da Perdiz;Jardim Miriam;20;1;0;Casa;650;677;04417-170;Sul
Rua José Estevão de Magalhães;Vila Campestre;52;2;1;Apartamento;2340;2950;04332-100;Sul
Rua Bela Cintra;Consolação;25;0;0;Studio e kitnet;3500;4335;04421-230;Sul
Rua Xavier Gouveia;Campo Belo;72;2;1;Apartamento;2057;3336;04610-010;Sul
Rua Cubatão;Vila Mariana;32;1;1;Studio e kitnet;2200;3284;04013-000;Sul
Av. Padre Arlindo Vieira;Jardim Maria Estela;66;3;1;Apartamento;2310;2915;04166-003;Sul
Rua Engenheiro Jorge Oliva;Vila Mascote;80;2;2;Apartamento;4000;5463;04362-060;Sul
Rua Benjamin Costa;Jardim Aeroporto;100;3;2;Casa;3800;3961;04633-010;Sul
Rua Humberto I;Vila Mariana;30;1;0;Studio e kitnet;4850;5587;04011-060;Sul
Rua Azevedo Macedo;Vila Mariana;26;1;0;Studio e kitnet;3000;3616;04013-060;Sul
Rua Maria Pais de Barros;Vila Marari;30;1;0;Studio e kitnet;790;821;04402-140;Sul
Avenida Engenheiro Luiz Carlos Berrini;Cidade Monções;70;1;1;Apartamento;7000;8638;04533-085;Sul
Rua Guaratuba;Vila Guarani (z Sul);48;1;1;Apartamento;1475;2257;04310-050;Sul
Rua Vale da Perdiz;Jardim Miriam;26;1;0;Casa;730;761;04417-170;Sul
Rua Doutor Djalma Pinheiro Franco;Vila Santa Catarina;27;1;0;Studio e kitnet;2500;2613;04368-006;Sul
Rua das Nhandirobas;Jabaquara;14;1;0;Studio e kitnet;1500;1520;04349-030;Sul
Rua Alvorada;Vila Olímpia;67;2;1;Apartamento;3300;5139;04550-003;Sul
Rua Adolfo Reile;Jardim Celeste;63;3;1;Apartamento;2500;3396;04195-070;Sul
Rua das Nhandirobas;Jabaquara;14;1;0;Apartamento;1500;1520;04349-030;Sul
Rua Brás Sangiovanni;Vila Monte Alegre;62;2;1;Apartamento;2300;2984;04304-070;Sul
Rua Agostinho Rodrigues Filho;Indianópolis;26;1;0;Studio e kitnet;3500;4225;04026-040;Sul
Rua Casa do Ator;Vila Olímpia;30;1;1;Studio e kitnet;3696;4817;04546-000;Sul
Avenida Túlio Teodoro de Campos;Vila Paulista;56;3;1;Apartamento;2700;3554;04360-040;Sul
Avenida Moaci;Planalto Paulista;78;2;1;Apartamento;3900;5610;04029-200;Sul
Rua Sampaio Viana;Paraíso;80;2;2;Apartamento;11500;15260;04013-001;Sul
Rua Baltazar da Veiga;Vila Nova Conceição;42;1;1;Apartamento;3200;5390;04510-000;Sul
Rua Agostinho Gomes;Ipiranga;44;1;1;Apartamento;2200;2851;04206-000;Sul
Rua Mario Amaral;Paraíso;100;3;1;Apartamento;7270;8899;04002-000;Sul
Rua Casa do Ator;Vila Olímpia;36;1;1;Studio e kitnet;3696;4955;04546-000;Sul
Rua Aziz Jabur Maluf;Vila Clementino;100;2;1;Casa;5650;6139;04041-040;Sul
Rua Sansão Alves dos Santos;Cidade Monções;44;1;1;Apartamento;6500;8001;04571-090;Sul
Avenida Aratãs;Indianópolis;85;2;1;Apartamento;3500;4847;04029-200;Sul
Rua Doutor Nogueira Martins;Saúde;65;2;1;Apartamento;3000;4202;04143-020;Sul
Rua Diogo Jácome;Moema;43;1;1;Apartamento;5500;6960;04512-000;Sul
Rua da Mata;Itaim Bibi;172;4;1;Apartamento;12000;15190;04531-020;Sul
Ibituruna;Parque Imperial;60;2;1;Apartamento;2300;2981;04302-050;Sul
Rua Américo Brasiliense;Chácara Santo Antônio (zona Sul);70;2;1;Apartamento;5500;6896;04715-001;Sul
Rua Casa do Ator;Vila Olímpia;25;1;1;Studio e kitnet;3696;5002;04546-000;Sul
Avenida Divino Salvador;Planalto Paulista;80;3;1;Apartamento;8000;10300;04060-000;Sul
Rua Doutor Antônio Bento;Santo Amaro;103;2;1;Apartamento;5153;6132;04750-010;Sul
Rua Jaci;Chácara Inglesa;85;1;0;Apartamento;2500;2596;04140-080;Sul
Rua Agostinho Gomes;Ipiranga;40;1;0;Casa;1133;1381;04206-000;Sul
Rua Francisca Emilia;Vila Firmiano Pinto;35;1;0;Casa;1130;1304;04125-070;Sul
Rua Jaíba;Vila Nair;60;1;1;Apartamento;1544;1633;04282-030;Sul
Rua da Imprensa;Vila São José (ipiranga);58;2;2;Apartamento;3402;4593;04265-000;Sul
Rua Pampa;Cidade Vargas;60;1;0;Studio e kitnet;1400;1554;04318-060;Sul
Rua Wilson Ribeiro Bonfim;Jardim Marajoara;34;2;0;Apartamento;1800;2139;04653-230;Sul
Rua Afonso Xiii;Vila Campestre;80;2;2;Casa;1768;1885;04331-030;Sul
Rua Doutor Nicolau Alberto Defina;Jardim da Saúde;65;2;1;Apartamento;1200;1949;04291-000;Sul
Rua Antônio Gomes Ferreira;Parque Fongaro;33;2;0;Apartamento;3000;3351;04257-100;Sul
Alameda dos Apetupás;Planalto Paulista;100;2;1;Casa;2400;2710;04058-000;Sul
Rua Ibirajá;Vila Guarani;35;1;0;Apartamento;2200;2546;04310-020;Sul
Rua Almirante Sousa Braga;Jabaquara;75;1;0;Casa;1900;2031;04342-070;Sul
Rua Jean de La Huerta;Vila Brasilina;100;3;0;Casa;1788;1889;04163-010;Sul
Rua Ciridião Durval;Vila Paulista;34;1;1;Apartamento;1252;2148;04360-020;Sul
Rua Mil Oitocentos E Vinte E Dois;Ipiranga;26;1;0;Casa;1231;1283;04210-030;Sul
Rua Baltazar Lisboa;Vila Mariana;44;1;1;Apartamento;3500;4414;04110-060;Sul
Rua Antônio Gil;Jardim Alzira;50;2;1;Apartamento;2700;3194;04653-000;Sul
Rua Dona Brígida;Vila Mariana;85;1;0;Apartamento;3990;4684;04111-080;Sul
Rua Ibiaporã;Cursino;70;2;1;Casa;2000;2034;04157-090;Sul
Rua Bartolomeu de Gusmão;Vila Mariana;44;1;1;Apartamento;2222;2906;04111-020;Sul
Rua Marquês de Lages;Vila Brasilina;176;4;2;Casa;3000;3150;04154-000;Sul
Rua Pequetita;Vila Olímpia;47;1;1;Studio e kitnet;3200;4247;04552-060;Sul
Avenida dos Ourives;Jardim São Savério;41;2;1;Apartamento;1470;1857;04194-260;Sul
Rua Fosca;Jardim Previdência;50;2;1;Apartamento;2335;2975;04159-040;Sul
Rua Desembargador Aragão;Vila Mariana;40;1;1;Apartamento;4200;4734;04102-010;Sul
Avenida Vereador José Diniz;Santo Amaro;41;1;1;Apartamento;3400;4047;04604-000;Sul
Rua Georgina de Albuquerque;Parque Jabaquara;100;2;1;Casa;3500;3777;04355-080;Sul
Rua Guanabara;Vila Brasilio Machado;21;1;0;Studio e kitnet;1000;1153;04288-090;Sul
Rua do Manifesto;Ipiranga;20;1;0;Casa em condomínio;950;1024;04201-050;Sul
Rua Doutor Carlos Augusto de Campos;Santo Amaro;39;1;0;Studio e kitnet;2400;2893;04750-060;Sul
Rua Afonso Celso;Vila Mariana;52;1;1;Apartamento;1986;3116;04010-200;Sul
Rua Porcelana;Vila do Encontro;49;1;1;Apartamento;2300;2889;04323-090;Sul
Rua República do Iraque;Campo Belo;112;3;1;Casa;4000;4095;04611-000;Sul
Rua Alba;Vila Parque Jabaquara;125;3;2;Casa;3000;3200;04346-090;Sul
Avenida Morumbi;Santo Amaro;17;1;0;Studio e kitnet;1500;1558;04703-010;Sul
